NIT;FECHA_CORTE;EMPRESA;CIIU;TIPO_EMPRESA;TIPO EMPRESA_NOMBRE;CIUDAD;PERIODO;INGRESOS;COSTOS;GANANCIA_BRUTA;OTROS_ING;GASTOS;GASTOS_ADMON;OTROS_GASTOS;OTRAS_GANANCIAS;EBIT;ING_FIN;COSTOS_FIN;EBIT_SINIMPTO;IMPUESTO;UTILIDAD;UTILIDAD_CALCULADA
830146308;31/12/2023;INVERSIONES COMERFAR LTDA;N7740 - Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 2.315.041;$ 0;$ 2.315.041;$ 0;$ 0;$ 1.824.561;$ 0;$ 0;$ 490.480;$ 400.533;$ 50.587;$ 840.426;$ 257.347;$ 583.079;$ 583.079
830146977;31/12/2023;GOVAL SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 9.768;$ 0;$ 79.834;$ 0;$ 0;-$ 70.066;$ 0;$ 0;-$ 70.066;$ 1.758.365;-$ 1.828.431;-$ 1.828.431
830501669;31/12/2023;RO INGENIERIA LTDA;F4311 - Demolición;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 26.722.868;$ 23.529.439;$ 3.193.429;$ 1.822.017;$ 0;$ 1.858.397;$ 0;$ 0;$ 3.157.049;$ 0;$ 538.269;$ 2.618.780;$ 955.136;$ 1.663.644;$ 1.663.644
830501669;31/12/2023;RO INGENIERIA LTDA;F4311 - Demolición;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 23.595.863;$ 20.234.322;$ 3.361.541;$ 111.793;$ 0;$ 1.506.816;$ 0;$ 0;$ 1.966.518;$ 0;$ 201.322;$ 1.765.196;$ 648.409;$ 1.116.787;$ 1.116.787
830503732;31/12/2023;LA SANTE VITAL LTDA;G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 0;$ 73.978;$ 75.515;$ 3.194.170;-$ 1.099.867;-$ 4.443.530;$ 26.735;$ 0;-$ 4.416.795;$ 6.418.205;-$ 10.835.000;-$ 10.835.000
830503732;31/12/2023;LA SANTE VITAL LTDA;G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 0;$ 0;$ 0;$ 0;$ 88.727;$ 141.036;$ 1.794.796;$ 48.504;-$ 1.976.055;$ 0;$ 6.527;-$ 1.982.582;$ 34.196;-$ 2.016.778;-$ 2.016.778
830507038;31/12/2023;CCENECA COMERCIAL SAS;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 77.680.826;$ 62.730.313;$ 14.950.513;$ 0;$ 0;$ 12.797.502;$ 0;$ 0;$ 2.153.011;$ 18.842;$ 557.344;$ 1.614.509;$ 671.049;$ 943.460;$ 943.460
830507038;31/12/2023;CCENECA COMERCIAL SAS;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 65.694.283;$ 53.835.816;$ 11.858.467;$ 0;$ 0;$ 10.525.219;$ 0;$ 0;$ 1.333.248;$ 9.090;$ 321.895;$ 1.020.443;$ 402.763;$ 617.680;$ 617.680
830510758;31/12/2023;BIOSPIFAR S.A.;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 19.505.349;$ 11.118.031;$ 8.387.318;$ 71.689;$ 4.630.284;$ 2.480.459;$ 2.035.810;-$ 5.238;-$ 692.784;$ 145.716;$ 19.588;-$ 566.656;-$ 56.144;-$ 510.512;-$ 510.512
830513120;31/12/2023;COMERCIALIZADORA MACRODENT SAS;G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 20.166.883;$ 12.649.494;$ 7.517.389;$ 72.706;$ 992.585;$ 1.617.793;$ 45.765;$ 0;$ 4.933.952;$ 362.921;$ 116.787;$ 5.180.086;$ 1.842.709;$ 3.337.377;$ 3.337.377
830514610;31/12/2023;AMBIENTES CERAMICOS LTDA;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 441.586.471;$ 427.626.498;$ 13.959.973;$ 98.585;$ 7.885.739;$ 1.659.493;$ 28.787;$ 0;$ 4.484.539;$ 52.311;$ 674.793;$ 3.862.057;$ 1.410.486;$ 2.451.571;$ 2.451.571
832001905;31/12/2023;INMOBILIARIA MOBILIA SA MOBILIA  SA;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 1.042.209;$ 161.500;$ 880.709;$ 168.381;$ 0;$ 798.623;$ 4.524;$ 0;$ 245.943;$ 417;$ 189.926;$ 56.434;-$ 22.984;$ 79.418;$ 79.418
860000368;31/12/2023;IMPORTADORA FOTOMORIZ SAIMPORTADORA FOTOMORIZ SA;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 6.378.014;$ 4.773.236;$ 1.604.778;$ 663.773;$ 579.555;$ 1.279.275;$ 315.993;-$ 370.527;-$ 276.799;$ 19.930;$ 93.415;-$ 350.284;$ 69.445;-$ 419.729;-$ 419.729
860000397;31/12/2023;COMPAÑIA DE LA HACIENDA DE MISIONES S.A.;A0150 - Explotación mixta (agrícola y pecuaria);1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 1.584.772;$ 1.173.292;$ 411.480;$ 168.860;$ 15.003;$ 226.106;$ 55.490;$ 110.792;$ 394.533;$ 5.865;$ 32.835;$ 367.563;$ 210.550;$ 157.013;$ 157.013
860001093;31/12/2023;ESCOBAR Y MARTINEZ S.A E&M S.A;C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 80.600.218;$ 51.666.701;$ 28.933.517;$ 1.043.965;$ 16.933.095;$ 4.275.250;0;-$ 141.562;$ 8.627.575;$ 143.984;$ 3.208.434;$ 5.563.125;$ 2.180.965;$ 3.382.160;$ 3.382.160
860001093;31/12/2023;ESCOBAR Y MARTINEZ S.A E&M S.A;C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 67.906.868;$ 45.876.858;$ 22.030.010;$ 779.424;$ 12.686.328;$ 3.861.988;0;-$ 1.569.364;$ 4.691.754;$ 62.564;$ 1.265.034;$ 3.489.284;$ 1.518.348;$ 1.970.936;$ 1.970.936
860003375;31/12/2023;GEN MIL S A;C2599 - Fabricación de otros productos elaborados de metal n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 23.981.599;$ 15.399.353;$ 8.582.246;$ 66.308;$ 2.901.824;$ 2.199.579;$ 51.320;-$ 43.405;$ 3.452.426;$ 22.200;$ 1.208.256;$ 2.266.370;$ 835.209;$ 1.431.161;$ 1.431.161
860003375;31/12/2023;GEN MIL S A;C2599 - Fabricación de otros productos elaborados de metal n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 4.501.015;$ 2.751.703;$ 1.749.312;$ 19.586;$ 533.500;$ 402.029;$ 508;$ 219;$ 833.080;$ 1.726;$ 245.381;$ 589.425;$ 205.716;$ 383.709;$ 383.709
860004688;31/12/2023;INDUSTRIAS ALBERT SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.248.835;$ 0;$ 1.248.835;$ 924.225;$ 15.766;$ 551.299;0;$ 214.000;$ 1.819.995;$ 440.731;$ 19.833;$ 2.240.893;-$ 665.205;$ 2.906.098;$ 2.906.098
860004688;31/12/2023;INDUSTRIAS ALBERT SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.139.870;$ 0;$ 1.139.870;$ 424.647;$ 16.215;$ 333.499;0;$ 458.507;$ 1.673.310;$ 463.848;$ 468.424;$ 1.668.734;$ 823.398;$ 845.336;$ 845.336
860004871;31/12/2023;COMPAÑIA COMERCIAL CURACAO  DE COLOMBIA S,A;G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 15.840.968;$ 11.398.318;$ 4.442.650;$ 4.258;$ 1.713.673;$ 476.591;$ 175.271;$ 0;$ 2.081.373;$ 546.935;$ 199.198;$ 2.429.110;$ 928.174;$ 1.500.936;$ 1.500.936
860007873;31/12/2023;HARTUNG  Y COMPAÑIA SAS;"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador";8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 12.798.615;$ 4.563.322;$ 8.235.293;$ 27.828;$ 4.534.624;$ 1.523.783;$ 62.404;$ 27.500;$ 2.169.810;$ 556.287;$ 888.148;$ 1.837.949;$ 663.729;$ 1.174.220;$ 1.174.220
860008977;31/12/2023;BECERRA PATIÑO Y CIA LTDA DIMECOL;G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 2.125.893;$ 1.547.921;$ 577.972;$ 3.542;$ 90.592;$ 149.715;$ 23.181;$ 16.030;$ 334.056;$ 163;0;$ 334.219;$ 118.496;$ 215.723;$ 215.723
860013842;31/12/2023;CORRUGADOS DE COLOMBIA SAS;"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón";8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 21.287.357;$ 16.261.307;$ 5.026.050;$ 66.882;$ 625.969;$ 2.127.655;$ 34.682;$ 0;$ 2.304.626;$ 522.651;$ 1.226.034;$ 1.601.243;$ 565.159;$ 1.036.084;$ 1.036.084
860013842;31/12/2023;CORRUGADOS DE COLOMBIA SAS;"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón";8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 25.463.260;$ 18.923.226;$ 6.540.034;$ 89.397;$ 601.927;$ 2.150.516;$ 41.687;$ 0;$ 3.835.301;$ 1.290.256;$ 1.176.606;$ 3.948.951;$ 1.377.613;$ 2.571.338;$ 2.571.338
860014758;31/12/2023;LADRILLOS SUR SAS;C2392 - Fabricación de materiales de arcilla para la construcción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.270.884;$ 4.288.250;$ 982.634;$ 71.913;$ 280.444;$ 287.301;$ 12.622;-$ 8.551;$ 465.629;$ 7.514;$ 25.678;$ 447.465;$ 165.286;$ 282.179;$ 282.179
860023273;31/12/2023;AGENCIA EFE S.A.;J6391 - Actividades de agencias de noticias;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 2.025.865;$ 2.096.471;-$ 70.606;$ 35.862;$ 6.326.254;$ 1.020.364;$ 20.212;$ 0;-$ 7.401.574;$ 4.009;0;-$ 7.397.565;0;-$ 7.397.565;-$ 7.397.565
860023273;31/12/2023;AGENCIA EFE S.A.;J6391 - Actividades de agencias de noticias;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Anterior;$ 2.272.053;$ 1.944.831;$ 327.222;$ 26.794;$ 5.862.252;$ 906.739;$ 28.144;$ 0;-$ 6.443.119;$ 231;0;-$ 6.442.888;0;-$ 6.442.888;-$ 6.442.888
860027990;31/12/2023;IRRIGACIONES LTDA;G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 4.467.967;$ 2.734.942;$ 1.733.025;$ 15.908;$ 678.597;$ 742.339;$ 19.094;$ 108.611;$ 417.514;$ 88.952;$ 246.588;$ 259.878;$ 106.783;$ 153.095;$ 153.095
860027990;31/12/2023;IRRIGACIONES LTDA;G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 3.344.006;$ 2.320.403;$ 1.023.603;$ 67.104;$ 617.452;$ 630.794;$ 6.875;$ 562.098;$ 397.684;$ 29.873;$ 243.135;$ 184.422;$ 70.228;$ 114.194;$ 114.194
860028489;31/12/2023;INVERSIONES GAMAR S A S;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 477.386;$ 163.019;$ 314.367;$ 7;$ 11.960;$ 221.720;$ 16.149;$ 279.167;$ 343.712;$ 59.820;$ 10.848;$ 392.684;$ 36.838;$ 355.846;$ 355.846
860029237;31/12/2023;LABORATORIOS RYAN DE COLOMBIA SAS;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 20.180.632;$ 11.167.226;$ 9.013.406;$ 1.176.848;$ 1.162.757;$ 2.309.609;$ 4.012.758;$ 0;$ 2.705.130;$ 266.666;$ 605.399;$ 2.366.397;$ 1.885.305;$ 481.092;$ 481.092
860029445;31/12/2023;SANTA REYES S.A.S.;A0145 - Cría de aves de corral;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 184.761.458;$ 139.599.432;$ 45.162.026;$ 401.502;$ 25.495.821;$ 4.661.279;$ 620.038;-$ 2.282;$ 14.784.108;$ 86.769;$ 7.117.330;$ 7.753.547;$ 2.869.320;$ 4.884.227;$ 4.884.227
860030640;31/12/2023;CI INDUSTRIAS HUMCAR SAS;C3290 - Otras industrias manufactureras n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 48.234.479;$ 29.594.149;$ 18.640.330;$ 57.747;$ 6.587.765;$ 8.220.464;$ 338.108;$ 71.530;$ 3.623.270;$ 3.142.345;$ 5.768.472;$ 997.143;$ 841.261;$ 155.882;$ 155.882
860030640;31/12/2023;CI INDUSTRIAS HUMCAR SAS;C3290 - Otras industrias manufactureras n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 49.061.510;$ 29.696.416;$ 19.365.094;$ 36.784;$ 6.585.715;$ 7.261.147;$ 382.966;$ 3.979;$ 5.176.029;$ 3.454.082;$ 4.408.656;$ 4.221.455;$ 1.060.865;$ 3.160.590;$ 3.160.590
860034714;31/12/2023;PROCALCULO PROSIS SAS;G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 26.125.949;$ 16.417.984;$ 9.707.965;$ 490.794;$ 6.410.504;$ 1.000.120;0;-$ 1.555.097;$ 1.233.038;$ 234.093;$ 75.710;$ 1.391.421;$ 588.333;$ 803.088;$ 803.088
860038579;31/12/2023;MEDITEC SA;C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario);1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 29.184.807;$ 17.596.437;$ 11.588.370;$ 30.352;$ 3.420.472;$ 3.088.436;$ 46.713;$ 379.224;$ 5.442.325;$ 27.551;$ 840.820;$ 4.629.056;$ 1.663.852;$ 2.965.204;$ 2.965.204
860038579;31/12/2023;MEDITEC SA;C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario);1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 22.127.735;$ 13.706.694;$ 8.421.041;$ 87.847;$ 3.011.314;$ 2.536.521;$ 43.607;-$ 250.100;$ 2.667.346;$ 335;$ 775.705;$ 1.891.976;$ 657.913;$ 1.234.063;$ 1.234.063
860041021;31/12/2023;VILLEGAS ASOCIADOS SA;J5811 - Edición de libros;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 2.795.210;$ 890.411;$ 1.904.799;$ 166.602;$ 566.868;$ 1.979.376;$ 0;$ 0;-$ 474.843;$ 12.185;$ 392.778;-$ 855.436;$ 11.119;-$ 866.555;-$ 866.555
860044702;31/12/2023;NCH COLOMBIA SA;C2029 - Fabricación de otros productos químicos n.c.p.;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 9.391.434;$ 2.676.444;$ 6.714.990;$ 37.503;$ 4.076.321;$ 1.877.467;$ 131.922;$ 0;$ 666.783;$ 18.602;$ 1.759;$ 683.626;$ 285.190;$ 398.436;$ 398.436
860045877;31/12/2023;OTERO IRIARTE Y CIA SAS;A0141 - Cría de ganado bovino y bufalino;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 3.529.266;$ 2.939.012;$ 590.254;$ 12.300;$ 38.729;$ 294.347;0;$ 69.030;$ 338.508;$ 56.730;$ 6.024;$ 389.214;$ 139.071;$ 250.143;$ 250.143
860045926;31/12/2023;FUTURA ROYAL SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.142.733;$ 0;$ 1.142.733;$ 74.166;$ 0;$ 806.014;$ 107.341;$ 0;$ 303.544;$ 16;$ 530.792;-$ 227.232;$ 86.890;-$ 314.122;-$ 314.122
860050161;31/12/2023;EL PALMAR DL LLANO SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 32.820;$ 0;$ 32.820;$ 0;$ 582;$ 10.844;$ 36.934;-$ 42.150;-$ 57.690;$ 0;$ 19;-$ 57.709;-$ 46.013;-$ 11.696;-$ 11.696
860050161;31/12/2023;EL PALMAR DL LLANO SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 564.100;$ 0;$ 564.100;$ 1.875;$ 4.664;$ 77.216;$ 206.398;-$ 657;$ 277.040;$ 0;$ 150;$ 276.890;$ 137.729;$ 139.161;$ 139.161
860050273;31/12/2023;NAGY JARAMILLO Y CIA S C S;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;4; SOCIEDAD EN COMANDITA;BOGOTA D.C.;Periodo Anterior;$ 317.006;$ 0;$ 317.006;$ 53.915;$ 30.468;$ 251.200;0;$ 23.447;$ 112.700;$ 39.043;0;$ 151.743;$ 31.386;$ 120.357;$ 120.357
860050777;31/12/2023;TEKNO SA.;L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 3.490.439;$ 1.816.353;$ 1.674.086;$ 15.564.931;$ 57.940;$ 1.623.091;$ 97.585;$ 9.590.827;$ 25.051.228;$ 1.416.150;$ 847.072;$ 25.620.306;$ 970.315;$ 24.649.991;$ 24.649.991
860051638;31/12/2023;SERVICIOS Y MANO DE OBRA SUPLEMENTARIA SERVIMOS SAS;N7820 - Actividades de empresas de servicios temporales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 41.020.695;$ 0;$ 41.020.695;$ 19.462;$ 37.584.717;$ 2.809.502;$ 19.808;$ 20.000;$ 646.130;$ 3.216;$ 202.011;$ 447.335;$ 66.276;$ 381.059;$ 381.059
860051728;31/12/2023;ASAM SAS;C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 8.963.694;$ 4.521.772;$ 4.441.922;$ 108.637;$ 1.510.272;$ 755.444;$ 507.534;$ 20.000;$ 1.797.309;$ 109.284;$ 126.038;$ 1.780.555;$ 716.988;$ 1.063.567;$ 1.063.567
860051728;31/12/2023;ASAM SAS;C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 7.445.937;$ 4.793.199;$ 2.652.738;$ 224.817;$ 1.133.066;$ 813.069;$ 185.943;$ 76.277;$ 821.754;$ 219.865;$ 107.651;$ 933.968;$ 281.324;$ 652.644;$ 652.644
860052264;31/12/2023;CMA INGENIERIA Y CONSTRUCCION SAS;C2511 - Fabricación de productos metálicos para uso estructural;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 48.512.617;$ 41.492.437;$ 7.020.180;$ 448.490;$ 727.360;$ 2.406.119;$ 70.482;$ 0;$ 4.264.709;$ 322.428;$ 768.705;$ 3.818.432;$ 350.276;$ 3.468.156;$ 3.468.156
860058240;31/12/2023;FERNAN LONDOÑO SAS;A0161 - Actividades de apoyo a la agricultura;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 25.424;$ 0;$ 25.424;$ 5;$ 0;$ 58.588;$ 6;$ 0;-$ 33.165;$ 34.325;$ 2.074;-$ 914;$ 2.375;-$ 3.289;-$ 3.289
860065132;31/12/2023;TECNICA ALEMANA ASESORIAS LIMITADA TECAL LTDA;N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 0;$ 0;$ 37.583;$ 0;$ 0;-$ 37.583;$ 25.721;$ 767;-$ 12.629;0;-$ 12.629;-$ 12.629
860065132;31/12/2023;TECNICA ALEMANA ASESORIAS LIMITADA TECAL LTDA;N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 0;$ 0;$ 0;$ 0;$ 0;$ 27.347;$ 0;-$ 71.583;-$ 98.930;$ 5.678;$ 1.671;-$ 94.923;0;-$ 94.923;-$ 94.923
860075223;31/12/2023;Editorial Medica Internacional Ltda;G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 6.272.593;$ 2.491.411;$ 3.781.182;$ 62.214;$ 1.234.897;$ 1.119.338;$ 141.296;-$ 295.484;$ 1.052.381;$ 70.581;0;$ 1.122.962;$ 405.327;$ 717.635;$ 717.635
860075223;31/12/2023;Editorial Medica Internacional Ltda;G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 6.383.505;$ 2.142.755;$ 4.240.750;$ 84.993;$ 1.097.902;$ 1.474.785;$ 184.744;$ 207.422;$ 1.775.734;$ 43.388;$ 12;$ 1.819.110;$ 620.771;$ 1.198.339;$ 1.198.339
860076034;31/12/2023;INVERLIBOS SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.484.923;$ 0;$ 6.484.923;$ 0;$ 0;$ 4.014.496;$ 537.598;-$ 6.403.884;-$ 4.471.055;$ 41.299;$ 4.901.448;-$ 9.331.204;$ 326.138;-$ 9.657.342;-$ 9.657.342
860079291;31/12/2023;GABRIEL FONSECA Y CIA SAS;C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 8.277.930;$ 5.091.329;$ 3.186.601;$ 24.605;$ 40.783;$ 2.097.909;$ 54.388;$ 17.513;$ 1.035.639;$ 41.605;$ 612.117;$ 465.127;$ 321.376;$ 143.751;$ 143.751
860090052;31/12/2023;GIPAR INTERNACIONAL S.A.;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 3.539.826;$ 1.079.403;$ 2.460.423;$ 37.469;$ 612.571;$ 992.918;$ 54.282;$ 44.775;$ 882.896;$ 395.289;$ 905.664;$ 372.521;$ 175.199;$ 197.322;$ 197.322
860090324;31/12/2023;J RESTREPO EQUIPHOS SAS;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 72.957.832;$ 65.535.075;$ 7.422.757;$ 2.638.025;$ 6.429.382;$ 4.037.962;0;-$ 1.176.680;-$ 1.583.242;$ 429.673;$ 205.850;-$ 1.359.419;-$ 126.761;-$ 1.232.658;-$ 1.232.658
860351576;31/12/2023;CONFECCIONES TALLER 84 SAS;C1410 - Confección de prendas de vestir, excepto prendas de piel;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 31.817.857;$ 26.858.559;$ 4.959.298;$ 191.137;$ 2.631.933;$ 1.502.426;$ 391.231;$ 0;$ 624.845;$ 479.253;$ 92.382;$ 1.011.716;$ 537.725;$ 473.991;$ 473.991
860353611;31/12/2023;Compucom SAS;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.104.101;$ 2.034.729;$ 4.069.372;$ 8.520;$ 1.233.342;$ 2.041.529;$ 66.595;$ 40.750;$ 777.176;$ 27.546;$ 474.619;$ 330.103;$ 149.771;$ 180.332;$ 180.332
860503143;31/12/2023;MAQUINARIA E INFRAESTRUCTURA SAS;F4290 - Construcción de otras obras de ingeniería civil;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 19.639.773;$ 17.923.707;$ 1.716.066;$ 59.369;$ 0;$ 838.519;$ 85.010;$ 0;$ 851.906;$ 0;$ 0;$ 851.906;$ 397.846;$ 454.060;$ 454.060
